vmaf,rebuffering_duration,switch,score
1165.1073322938907,0,-138.48653939239665,81.881623014192
1191.771546258051,0,-186.16084144276425,72.82244780917321
966.2318440145835,-129,-138.29328615554766,14.441007902039587
1277.634495845273,0,-228.59286231154744,83.89476420116156
1240.4885243471872,-3,-220.7915874897663,86.91451584527161
1237.6801525510773,-6,-165.57154082644666,89.9342409136112
1340.329853159011,0,-134.41372410917631,73.82900511477278
1140.8569644546408,-136,-113.8611541184885,53.697486941995194
1320.120340879412,0,-176.0126089337101,65.77641379112401
1255.2582317548702,-3,-159.69825556328936,63.76324602838399
1109.2434709259562,-136,-112.76198354948794,22.493625801458794
1211.2006828381002,0,-123.6377775432758,71.8158639278032
1176.4285134545437,0,-124.64764636881632,51.68434575502561
1021.8146892802199,-91,-182.99348412585383,39.60541890589679
1180.775232279983,0,-179.35946377856715,70.80928004643319
1142.134896033868,0,-186.41956980771477,57.723795891704796
994.7955061404742,-91,-169.37173551929084,44.63831173697641
1032.6663017614244,0,-173.74709600289427,68.79613885946361
927.2217154406744,0,-207.42225411366974,37.59227771892721
1005.4944948218523,0,-210.5702791875643,60.74352096004439
914.5372661241656,0,-238.9170325515577,49.671177992285585
689.6915075384061,-120,-239.94174648408205,24.506793564198823
995.2232649134262,0,-187.0952103322689,42.62514397423639
869.0869163926043,0,-156.1371046337793,51.68434575502561
620.3546527441143,-155,-125.26497631796413,12.427866715070003
860.8801402063626,0,-131.96394050026134,43.6317278556064
604.092634585751,-155,-136.029325104948,23.500209682828807
1014.0636977533582,0,-252.38021623597845,71.8158639278032
959.0885193039229,0,-287.1891053994293,49.671177992285585
721.3023782940605,-104,-285.0313385257173,43.6317278556064
789.9083732583462,0,-127.2184290274562,38.59883502452678
703.8263088555182,0,-114.75753685432153,31.55280100647758
766.2806152546034,0,-187.10049445093017,53.697486941995194
670.9518810887438,0,-209.5002697170629,17.460759546149625
1433.7990785598954,0,-114.62101759564067,100.0
1308.2310096690153,-154,-142.0352747878731,42.62514397423639
1420.7429147817027,-9,-128.3487353386513,90.94079821921078
1391.0544465253276,-6,-162.8101421672992,89.9342409136112
1290.648958288446,-154,-180.1982920679522,23.500209682828807
1152.5053517325323,0,-110.66425348568043,90.94079821921078
917.2345705888052,-142,-127.37489594692455,59.73693707867438
1129.662759109183,0,-163.04015732272188,74.83558899614279
1073.647453695838,0,-170.77569020872372,78.8618979458524
898.1465091253527,-142,-132.51349681726055,29.539659819507996
1025.3385618593852,0,-129.83952996018863,65.77641379112401
944.1937661799998,0,-153.5667319879468,21.48704192008878
690.0075895924401,-169,-176.1087839880443,9.408141646730407
985.515412376997,-26,-218.0059204318805,61.750104841414405
912.0698998469172,0,-149.2074308267628,49.671177992285585
733.2054340574318,0,-128.6435175107036,51.68434575502561
380.10460037499587,-108,-107.36727860753726,18.46731685174919
637.0788304911378,0,-209.11793360271002,39.60541890589679
351.21070415455785,-108,-164.47180859906467,18.46731685174919
986.1777040759771,0,-225.43384928209795,41.618586668636816
877.603791875704,0,-224.78368950587105,60.74352096004439
695.7644664498828,-169,-185.8078538724656,10.41472552810042
937.212408281031,-8,-222.04086879636716,52.69090306062518
665.467923154706,-169,-147.55497198654638,30.546243700878012
1174.1442775891635,0,-167.46805986569737,50.6777618736556
1037.300078677748,0,-155.66642054281294,47.658036805316
1150.9658587697722,0,-242.44650207448893,82.888206895562
1003.4974119217956,0,-222.84860253545645,38.59883502452678
827.2758276748855,-158,-192.98515227689927,15.4475917834096
1283.799531426029,0,-171.34516607597928,72.82244780917321
1230.4597202621878,0,-222.6512408584628,69.80269616506317
1185.2121874214802,0,-177.1192917825313,75.84217287751281
897.8957804738902,-64,-185.52542454146743,33.565968769217605
1286.1536851093356,0,-109.27922148274484,85.9079319639016
1400.889165922003,0,-126.30679275864965,78.8618979458524
1236.7691063813966,0,-117.46792194388712,58.730379773074816
1150.0765518133499,0,-164.98161722669437,73.82900511477278
897.311723177817,0,-135.2052392270087,55.71065470473522
1433.052433449417,0,-170.050555609438,92.9539659819508
1200.0146089472655,0,-113.16843902957734,67.78955497809359
1146.206224623711,0,-183.88583650494502,69.80269616506317
881.8842855742489,0,-198.44110839346456,50.6777618736556
1090.0487462769906,0,-175.5664158430051,42.62514397423639
1314.7403834935378,0,-187.4066343428493,76.84873018311237
1349.4794906104707,0,-184.03772031550383,91.94738210058078
1285.5242181073143,0,-123.76217047868802,62.75666214701398
900.3513256270652,0,-192.9596674699868,20.480484614489217
1002.3869273181813,-40,-199.0181648916055,46.65145292394599
1382.459131671581,0,-143.18401980834835,90.94079821921078
1049.9135560667435,0,-141.44456024216947,24.506793564198823
1246.7646986945233,0,-114.06499067670573,59.73693707867438
1146.9684125256479,0,-191.68944038758963,88.9276570322412
642.5105653686637,-22,-181.21125129315737,18.46731685174919
1136.9876257809208,0,-139.28842900486126,62.75666214701398
518.3625296941166,-68,-123.85748013274984,12.427866715070003
1256.698391062626,0,-191.66069119146488,86.91451584527161
616.4112135839041,0,-196.37454031943057,25.51335086979839
910.6744539481081,0,-124.21710930910899,62.75666214701398
435.48824784947,0,-171.57273468877858,2.3621076286812084
1447.7276499812128,0,-139.9857030790949,92.9539659819508
1238.3043392745033,0,-115.15254632278106,35.57910995618718
1189.9202690361794,0,-120.03063182427275,84.9013480825316
1151.92868505815,0,-157.0962330843584,84.9013480825316
579.94493820115,-27,-153.18872131218288,16.454175664779612
893.8106607163573,0,-142.11608512303337,78.8618979458524
308.9205008141238,0,-117.46407544795213,9.408141646730407
1103.3862941456728,0,-185.92823270231912,67.78955497809359
1341.4361890201071,0,-190.84656108879395,74.83558899614279
678.1990482900137,-94,-138.76486321036745,8.401557765360394
1372.6093359948109,0,-164.6813827909149,91.94738210058078
862.9091196746426,0,-209.62339208373197,39.60541890589679
897.664068211598,-5,-168.17034706977304,33.565968769217605
995.3718260198522,-40,-196.2154238304529,44.63831173697641
1045.1171616535783,-4,-153.02523711828684,37.59227771892721
999.0485247296875,0,-150.54155027460035,29.539659819507996
633.1941763387811,-22,-174.54788540550612,12.427866715070003
518.3625296941166,-68,-123.85748013274984,17.460759546149625
615.6155556185283,-18,-244.9253271636153,30.546243700878012
418.51329931647024,0,-138.73717465456056,9.408141646730407
1232.497791740883,0,-125.22141669668193,50.6777618736556
839.5244859918745,-17,-124.71361455218702,41.618586668636816
562.703714726235,-27,-159.89140125937354,9.408141646730407
301.9649950801978,0,-150.94542519730072,0.3489398659411833
620.192771251966,-99,-131.62136722048652,9.408141646730407
690.0022941143786,-94,-220.01792644846088,0.3489398659411833
846.4258414023816,0,-193.8048669735266,41.618586668636816
