vmaf,rebuffering_duration,switch,score
1163.5036110975434,0,-157.7824632558318,63.308364329590844
1054.9905340327582,-14,-147.80043823472764,54.13544541212056
925.5857335235153,-136,-185.23624544242134,16.297204876895627
1198.4098056943276,0,-233.7581344142797,66.7481989237742
1130.4357447713783,-12,-203.35680850955055,57.57530000603992
1239.8035298434888,-26,-231.80649886024366,57.57530000603992
1057.4205921827652,-190,-216.06769832107477,52.988840547304775
1337.8398103452553,0,-201.832521841929,98.8533751354482
1265.8024049372561,0,-118.499938034471,72.48126324732513
1192.6143188610624,-11,-122.69107740272995,46.10915135920206
1275.3329776915075,0,-130.01466246614632,66.7481989237742
1372.1722102355884,0,-129.0220797901731,74.77449297669271
1157.7268122939975,0,-126.14153291836213,56.42867514148813
1143.879283220465,0,-160.97327426158628,52.988840547304775
967.2759301278404,-113,-202.77563665384042,22.030269200446554
1232.8645858146663,0,-123.77433995749126,63.308364329590844
924.7497830979389,0,-176.27375823823405,54.13544541212056
827.9202543613023,-10,-166.1141294186698,54.13544541212056
971.2137394697988,-21,-222.35927514534137,73.62788811187693
1147.6358678799293,0,-208.9977893367941,83.947411894163
658.4406877718634,-9,-140.2056975460536,25.470103794629914
866.3733382437973,-35,-219.32173074463708,28.909958388549274
537.678337269362,-155,-116.06116901083112,12.857370282712267
1122.8757402694714,0,-154.06544624595347,63.308364329590844
987.549538517185,0,-252.41379226180337,49.549005953121416
1044.747618019545,-18,-246.2767893294954,35.78962757691598
689.7195039095773,-120,-201.92444124665462,44.962546494386274
1234.2704192905608,0,-184.49430591561017,71.33465838250935
684.1938766018836,0,-135.4134861700485,38.08285730628356
529.1637707216213,0,-118.8971254262755,23.176894064998343
661.0622210559866,-33,-192.08374272552015,36.93625244146777
396.40808940810257,-112,-143.5217483855664,15.150600012079842
881.1645732628964,0,-141.0957344164338,67.894823788326
1392.0233857230503,0,-150.91490529674684,82.8007870296112
1309.4452530582246,-8,-139.0004466826851,54.13544541212056
1362.387341664526,0,-157.59256665139986,64.45496919440663
1253.9105582542131,-164,-158.66164412641822,43.815921629834484
967.7007157529878,-14,-116.31820783029751,62.16173946503906
864.1314308736047,-165,-128.3246126144034,62.16173946503906
1202.5109466904246,0,-96.234991381638,100.0
928.2021490833617,0,-150.68105037119557,30.056563253365056
728.2131350262933,-3,-140.0319021797505,26.6167286591817
920.7111551080027,-26,-166.4860567186746,32.34979298273263
600.1779395231528,-169,-148.17234429367193,27.763333523997485
1149.1056464800308,0,-152.349904497229,73.62788811187693
639.2279914323248,0,-190.85521159297917,18.590434606263198
447.03413667437854,0,-182.54867928591088,17.443809741711412
630.4757217275088,-23,-222.70999804722283,22.030269200446554
283.5403546065885,-108,-116.58391578030263,3.6844513652419835
884.475252228397,0,-223.64079682538272,58.7219048708557
894.2627027808613,0,-195.86429816469393,57.57530000603992
670.7290891944594,-186,-148.93926651504248,27.763333523997485
1084.177147678847,0,-175.52295875944458,59.86852973540749
996.3705161561894,0,-235.91240749898628,32.34979298273263
830.469510745799,-13,-228.95538471576268,42.6693167650187
1096.3645609748091,-46,-241.66048938563486,51.84223568248899
740.3229079385919,-164,-199.31690498604115,32.34979298273263
1175.150968574911,0,-191.4537836625872,63.308364329590844
1039.9456302231488,-5,-227.33563440987822,47.25577622375385
1178.8487915479584,-16,-205.06681182907658,67.894823788326
872.9472602565608,-119,-175.3826269559962,47.25577622375385
1005.4246925970855,0,-238.15775605227174,32.34979298273263
1085.7620170401583,0,-186.4046895228717,61.01513460022328
1196.3106383031254,0,-164.11942581117358,61.01513460022328
1034.2492273283385,0,-333.4713555044351,62.16173946503906
1106.1993678652577,0,-327.71928858232127,72.48126324732513
989.6392279667623,-167,-317.36375562951133,44.962546494386274
1209.1892319879826,0,-274.3406655404947,64.45496919440663
1121.2031321243119,-1,-189.3707507110118,49.549005953121416
1207.7227428810063,0,-194.23985099023878,75.9211178412445
1031.415460679779,-136,-194.50448628261242,32.34979298273263
1318.966449118745,0,-109.09723882158399,90.8270810825297
1016.4574835968492,-193,-213.77251882454232,49.549005953121416
1105.0472015536322,-126,-193.56186262217915,52.988840547304775
1137.164966777048,0,-205.782418717928,52.988840547304775
774.8655881400662,0,-189.76729834066742,51.84223568248899
851.7195721172537,0,-230.11608950642142,57.57530000603992
656.4440826142238,-120,-174.6728838160716,38.08285730628356
982.9022731277814,0,-169.9669424898193,87.38724648834635
785.8966673080437,0,-186.43402988723227,46.10915135920206
966.4772057006697,0,-120.64052990927583,56.42867514148813
781.7647486015305,0,-249.74080100784425,43.815921629834484
895.2647276884323,0,-263.7746381264443,51.84223568248899
638.8540813848726,-99,-325.1063385399932,33.49641784728442
641.8181664880715,0,-262.62115303818564,36.93625244146777
425.53294844283784,-112,-171.16879989974512,15.150600012079842
823.1431948477134,0,-148.0088538177967,43.815921629834484
1346.0096804137615,0,-212.34034423060746,70.18805351769356
1264.408805616386,-154,-159.85146214169072,62.16173946503906
871.5079851924138,0,-279.4376568667933,57.57530000603992
988.3188364383221,0,-155.79640566895392,51.84223568248899
830.4974159635835,-142,-217.23759040590863,49.549005953121416
732.3524435511761,-3,-217.5266017335506,27.763333523997485
627.676324941702,-169,-217.80923983621778,24.32349892981413
944.9510178820049,0,-204.73607460738296,39.22948217083535
445.98469805173585,0,-152.65565784709358,16.297204876895627
571.6412134181014,0,-260.36038755761206,49.549005953121416
758.8830808495893,0,-175.77450348241138,63.308364329590844
739.6498449892553,0,-163.00719100713277,41.52271190020292
822.480224670435,0,-232.92297948220235,54.13544541212056
934.686924655957,0,-218.59622133996464,66.7481989237742
817.2076761511828,-3,-212.98401336415694,28.909958388549274
887.9243332510575,0,-227.71916690025353,31.203188117916845
1095.4245154987323,0,-177.54756564152285,61.01513460022328
970.2783802547183,0,-169.18319555905484,51.84223568248899
1086.370737157275,0,-212.81968008890533,62.16173946503906
783.7086609217911,-45,-204.82718699261866,38.08285730628356
1193.9232135250586,0,-127.41427055290335,83.947411894163
1061.0590288622752,0,-316.92031886293773,47.25577622375385
1151.452572343464,0,-243.7277999999381,71.33465838250935
1170.415800838068,0,-236.8345774640401,47.25577622375385
1044.1880370482638,-32,-220.63904416258606,39.22948217083535
906.7609406727304,0,-149.37835934245481,74.77449297669271
814.8409623783201,0,-164.2052459570183,48.40238108856963
880.8626907747333,0,-229.7635750541449,54.13544541212056
650.751882722549,0,-227.79906854440793,31.203188117916845
1336.318618744037,0,-179.29935975352674,65.60159405895843
838.5700916812925,0,-248.82122928816804,33.49641784728442
582.4319469850697,0,-184.79146357793798,31.203188117916845
942.4573730233116,0,-211.66499822109455,19.737039471078983
