vmaf,rebuffering_duration,switch,score
1102.118999506242,0,-130.30276027974872,59.602065841608514
1201.1654789278948,0,-142.42902443143856,72.79322801577716
943.6731987885232,-81,-148.51635319858738,46.41090366743987
1135.3183356905151,0,-190.3843458864901,72.79322801577716
1253.0619800746651,0,-137.59732615140496,97.52665709234338
1055.732545395428,-167,-208.48649404064653,38.99087494447
1218.169532512611,-1,-118.21688189133572,57.12872293395189
1328.7971698190433,0,-129.88513903353015,68.67098983634946
1196.4461637348786,0,-107.30837519267617,57.12872293395189
995.5529197884204,0,-189.70566095946623,63.72430402103622
737.9739661754646,-120,-150.35260038740324,48.05979893921095
723.8552543529432,-9,-167.32652615264635,43.937560759783246
620.3546527441143,-155,-125.26497631796413,44.762008395668786
1098.364762271846,0,-214.53984643662636,58.77761820572297
729.0837710602094,-99,-256.3892846020133,39.81532258035554
611.0033359629007,0,-174.89168179729938,46.41090366743987
767.8240911977605,0,-106.00507855696989,56.30427529806635
1361.8735167207371,0,-156.34101047721543,58.77761820572297
1424.0157041383845,0,-127.19873841399783,90.93107600525906
1308.2310096690153,-154,-142.0352747878731,48.05979893921095
997.5213540984358,0,-143.20808526050484,57.95317056983743
1131.7969232810792,0,-115.12347569426777,76.09101855931932
792.4757738851561,-3,-142.95434242902536,57.12872293395189
1001.2751512231621,0,-162.66339560791818,58.77761820572297
690.0075895924401,-169,-176.1087839880443,35.69308440092784
497.786347022985,0,-225.35572913909024,34.8686367650423
705.2433854492284,0,-226.88627139516302,57.95317056983743
380.10460037499587,-108,-107.36727860753726,35.69308440092784
778.7980789011459,0,-181.34385690824735,52.182037118638654
945.5546158715418,0,-200.7426260954444,51.35758948275311
695.7644664498828,-169,-185.8078538724656,28.273055677957977
893.3041775137644,-3,-164.460866489691,57.95317056983743
1148.049637228576,0,-175.58816732473215,49.70869421098203
834.5637182876205,-158,-158.04633598516128,25.799712770301355
1220.8977455190238,0,-186.41776755604684,51.35758948275311
887.0556796467209,-45,-122.97618073909882,44.762008395668786
1005.4246925970855,0,-238.15775605227174,58.77761820572297
1085.7620170401583,0,-186.4046895228717,44.762008395668786
865.0367746294705,-81,-209.82037977862967,41.46421785212662
851.9745496355351,0,-209.8808831302585,46.41090366743987
1106.1993678652577,0,-327.71928858232127,62.89985638515068
989.6392279667623,-167,-317.36375562951133,34.04418912915676
1209.1892319879826,0,-274.3406655404947,59.602065841608514
1121.2031321243119,-1,-189.3707507110118,46.41090366743987
1207.7227428810063,0,-194.23985099023878,47.23535130332541
1031.415460679779,-136,-194.50448628261242,18.379684047331487
1013.8390919670727,0,-110.02897328119352,48.88424657509649
1016.4574835968492,-193,-213.77251882454232,28.273055677957977
1105.0472015536322,-126,-193.56186262217915,46.41090366743987
1137.164966777048,0,-205.782418717928,65.3731992928073
951.3348964995689,-172,-216.546669921735,24.150817498530273
774.8655881400662,0,-189.76729834066742,45.58645603155433
851.7195721172537,0,-230.11608950642142,68.67098983634946
656.4440826142238,-120,-174.6728838160716,30.7463985856146
982.9022731277814,0,-169.9669424898193,71.14433274400608
572.511419652604,-22,-173.88306411795946,33.219741493271215
652.5588464550675,-9,-188.16557379321816,19.204131683217028
785.8966673080437,0,-186.43402988723227,23.326369862644732
547.2616965511043,-155,-187.86319082110427,38.16642730858446
966.4772057006697,0,-120.64052990927583,49.70869421098203
518.3625296941166,-68,-123.85748013274984,19.204131683217028
895.2647276884323,0,-263.7746381264443,74.44212328754824
638.8540813848726,-99,-325.1063385399932,22.50192222675919
574.5934480269092,0,-219.56710583827999,42.288665488012164
542.24384769729,0,-248.29375983924638,42.288665488012164
641.8181664880715,0,-262.62115303818564,48.05979893921095
425.53294844283784,-112,-171.16879989974512,19.204131683217028
823.1431948477134,0,-148.0088538177967,52.182037118638654
1302.094139918228,0,-193.9305046547916,56.30427529806635
1264.408805616386,-154,-159.85146214169072,40.63977021624108
1391.3718269250369,0,-153.9952275486694,100.0
1221.2643916401985,0,-112.46539462515591,47.23535130332541
871.5079851924138,0,-279.4376568667933,52.182037118638654
988.3188364383221,0,-155.79640566895392,56.30427529806635
830.4974159635835,-142,-217.23759040590863,43.113113123897705
808.2830956950062,0,-106.869883356385,29.92195094972906
732.3524435511761,-3,-217.5266017335506,58.77761820572297
768.2048563624552,0,-238.03220961599723,52.182037118638654
627.676324941702,-169,-217.80923983621778,41.46421785212662
524.3207073571484,-27,-182.38064538956743,43.937560759783246
445.98469805173585,0,-152.65565784709358,28.273055677957977
571.6412134181014,0,-260.36038755761206,37.34197967269892
758.8830808495893,0,-175.77450348241138,69.495437472235
283.5403546065885,0,-116.58391578030263,27.448608042072436
739.6498449892553,0,-163.00719100713277,49.70869421098203
656.8915016886476,-169,-164.8169620613622,29.92195094972906
934.686924655957,0,-218.59622133996464,48.05979893921095
620.192771251966,-99,-131.62136722048652,29.92195094972906
887.9243332510575,0,-227.71916690025353,47.23535130332541
708.439323247645,-158,-206.38862051130036,19.204131683217028
1095.4245154987323,0,-177.54756564152285,52.182037118638654
633.1611095203963,-94,-178.70071932621303,23.326369862644732
970.2783802547183,0,-169.18319555905484,46.41090366743987
1086.370737157275,0,-212.81968008890533,46.41090366743987
783.7086609217911,-45,-204.82718699261866,38.16642730858446
772.0648046937308,0,-146.18749602654202,29.92195094972906
1285.5242181073143,0,-123.76217047868802,84.33549491817473
900.3513256270652,0,-192.9596674699868,51.35758948275311
1350.1556048836635,0,-164.04326864202739,58.77761820572297
1002.3869273181813,-40,-199.0181648916055,53.006484754524195
1382.459131671581,0,-143.18401980834835,57.95317056983743
1049.9135560667435,0,-141.44456024216947,46.41090366743987
1246.7646986945233,0,-114.06499067670573,77.7399138310904
642.5105653686637,-22,-181.21125129315737,41.46421785212662
518.3625296941166,-68,-123.85748013274984,18.379684047331487
1256.698391062626,0,-191.66069119146488,61.250961113379596
616.4112135839041,0,-196.37454031943057,46.41090366743987
910.6744539481081,0,-124.21710930910899,64.54875165692175
435.48824784947,0,-171.57273468877858,34.04418912915676
1447.7276499812128,0,-139.9857030790949,95.05331418468676
1238.3043392745033,0,-115.15254632278106,56.30427529806635
839.7870132614994,0,-118.56431770656087,46.41090366743987
1151.92868505815,0,-157.0962330843584,74.44212328754824
579.94493820115,-27,-153.18872131218288,47.23535130332541
893.8106607163573,0,-142.11608512303337,58.77761820572297
1103.3862941456728,0,-185.92823270231912,72.79322801577716
620.192771251966,-99,-131.62136722048652,19.204131683217028
1341.4361890201071,0,-190.84656108879395,53.006484754524195
678.1990482900137,-94,-138.76486321036745,34.8686367650423
862.9091196746426,0,-209.62339208373197,43.113113123897705
